Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.10	-	SmelGRF_01.230	.	1	1260	5.210318	1488.380859	793.233398
MSTRG.6	-	SmelGRF_10.710	.	1	1032	13.770348	3933.640869	2096.436279
MSTRG.11	-	SmelGRF_02	.	1	1713	18.547577	5298.305664	2823.734863
MSTRG.7	-	SmelGRF_03	+	1	1437	1.272095	363.386963	193.667297
MSTRG.2	-	SmelGRF_04	.	1	1797	24.535892	7008.929199	3735.412842
MSTRG.14	-	SmelGRF_07	.	1	996	1.405622	401.530334	213.995819
MSTRG.13	-	SmelGRF_05	-	1	1841	4.875968	1392.870239	742.330994
MSTRG.12	-	SmelGRF_08.800	.	1	1128	3.593972	1026.654907	547.156372
MSTRG.9	-	SmelGRF_08.140	+	51	1548	2.567280	733.369873	390.849884
MSTRG.3	-	SmelGRF_08.890	.	1	924	12.115801	3461.002930	1844.543457
MSTRG.4	-	SmelGRF_09.160	.	27	1095	3.990645	1139.968628	607.546936
MSTRG.1	-	SmelCyclo01	.	1	516	6476.569824	1850098.625000	986011.062500
MSTRG.5	.	SmelGRF_10.940	.	1	840	0.0	0.0	0.0
MSTRG.8	.	SmelGRF_01.300	+	1	891	0.0	0.0	0.0
