Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.6	-	SmelGRF_01.230	.	1	1260	0.480952	126.514816	66.600479
MSTRG.17	-	SmelGRF_10.710	.	1	1032	5.862402	1542.109619	811.804077
MSTRG.7	-	SmelGRF_02	.	1	1713	2.708698	712.525269	375.090637
MSTRG.9	-	SmelGRF_04	.	1	1797	10.908180	2869.405762	1510.525024
MSTRG.13	-	SmelGRF_08.800	.	1	1128	3.649823	960.088928	505.414185
MSTRG.11	-	SmelGRF_05	-	1	1841	5.207499	1369.836914	721.115479
MSTRG.14	-	SmelGRF_08.140	+	51	1548	5.380929	1415.457764	745.131409
MSTRG.15	-	SmelGRF_08.890	.	1	924	7.705628	2026.971802	1067.047241
MSTRG.16	-	SmelGRF_09.160	.	27	1095	0.376052	98.920784	52.074310
MSTRG.4	-	SmelGIF_11.070	.	1	630	21.698412	5707.785156	3004.717041
MSTRG.3	-	SmelGIF_03	.	1	609	47.072250	12382.394531	6518.394043
MSTRG.2	-	SmelGIF_04	.	1	600	25.635000	6743.307617	3549.841309
MSTRG.1	-	SmelCyclo01	.	1	516	7084.763672	1863652.875000	981072.250000
MSTRG.5	.	SmelGIF_11.650	.	1	687	0.0	0.0	0.0
MSTRG.8	.	SmelGRF_01.300	+	1	891	0.0	0.0	0.0
MSTRG.10	.	SmelGRF_03	+	1	1437	0.0	0.0	0.0
MSTRG.12	.	SmelGRF_07	.	1	996	0.0	0.0	0.0
MSTRG.18	.	SmelGRF_10.940	.	1	840	0.0	0.0	0.0
