Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SmelGRF_01.300	+	4	891	26.499420	2495.431641	1372.271851
STRG.2	-	SmelGRF_01.230	.	51	1260	24.440496	2301.544189	1265.650513
STRG.3	-	SmelGRF_10.710	.	1	1032	23.597868	2222.194336	1222.015015
STRG.4	-	SmelGRF_02	.	1009	1713	8.601418	809.989441	445.424225
STRG.5	-	SmelGRF_10.940	.	1	840	44.732143	4212.394043	2316.452881
STRG.6	-	SmelGRF_03	+	332	1437	9.631579	906.998962	498.771088
STRG.7	-	SmelGRF_04	.	1	1797	235.589310	22185.277344	12199.986328
STRG.8	-	SmelGRF_05	.	238	1827	12.282794	1168.270386	642.447754
STRG.9	-	SmelGRF_07	.	30	976	6.891235	648.942688	356.862427
STRG.10	-	SmelGRF_08.800	.	8	1128	5.570919	524.609497	288.489899
STRG.11	-	SmelGRF_08.140	.	203	1548	13.055722	1229.448120	676.090210
STRG.12	-	SmelGRF_08.890	.	1	924	19.068182	1795.637207	987.445312
STRG.13	-	SmelGRF_09.160	.	27	1091	15.476995	1457.457642	801.475769
STRG.14	-	SmelGIF_11.650	.	229	687	10.912854	1027.655762	565.121887
STRG.15	-	SmelGIF_11.070	.	1	630	277.834930	26163.517578	14387.675781
STRG.16	-	SmelGIF_03	.	1	609	197.614120	18609.181641	10233.442383
STRG.17	-	SmelGIF_04	.	1	600	102.794998	9680.132812	5323.236328
STRG.18	-	SmelCyclo01	.	1	516	18275.902344	1721028.750000	946417.125000
