Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.8	-	SmelGRF_01.300	+	1	891	103.762733	34953.347656	19971.269531
MSTRG.10	-	SmelGRF_01.230	.	1	1260	13.543651	4562.292480	2606.753662
MSTRG.6	-	SmelGRF_10.710	.	1	1032	5.744186	1934.977295	1105.586548
MSTRG.5	-	SmelGRF_10.940	.	1	840	185.021423	62326.019531	35611.171875
MSTRG.11	-	SmelGRF_02	.	1	1713	12.692936	4275.722168	2443.016113
MSTRG.7	-	SmelGRF_03	+	1	1437	5.069590	1805.010376	1031.327393
MSTRG.2	-	SmelGRF_04	.	1	1797	7.594881	2558.399414	1461.790771
MSTRG.13	-	SmelGRF_05	-	1	1841	6.187206	2084.212158	1190.854858
MSTRG.14	-	SmelGRF_07	.	1	996	21.197792	7140.654297	4079.950195
MSTRG.12	-	SmelGRF_08.800	.	1	1128	14.721631	4959.105469	2833.480225
MSTRG.9	-	SmelGRF_08.140	+	51	1548	8.685702	2925.851807	1671.741699
MSTRG.3	-	SmelGRF_08.890	.	1	924	12.005411	4044.123535	2310.687744
MSTRG.4	-	SmelGRF_09.160	.	27	1095	4.739944	1596.689941	912.299561
MSTRG.1	-	SmelCyclo01	.	1	516	4794.344727	1615015.375000	922770.125000
