Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.8	-	SmelDMP_01.990	.	1	537	1.527002	442.545258	232.249893
MSTRG.9	-	SmelDMP_02_SMEL4.1_02g015810.1.01	.	1	630	3.385714	981.224487	514.951294
MSTRG.10	-	SmelDMP_01.730	.	1	687	39.390099	11415.768555	5991.050781
MSTRG.7	-	SmelDMP_12	.	1	636	3.930818	1139.202759	597.859070
MSTRG.2	-	Smel18s_06.900	.	1	966	50.197723	14547.960938	7634.839844
MSTRG.3	-	SmelCyclo_01	.	1	516	6476.392090	1876943.625000	985029.000000
MSTRG.1	.	SmelDMP10.200_Exon2	.	1	363	0.0	0.0	0.0
MSTRG.4	.	SmelDMP_10.200	.	2	666	0.0	0.0	0.0
MSTRG.5	.	SmelDMP_10.200_CDS1_Exon1	.	2	443	0.0	0.0	0.0
MSTRG.6	.	SmelDMP_04	.	109	384	0.0	0.0	0.0
