Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.10	-	SmelDMP_01.730	.	1	687	24.053858	7296.017578	3991.163818
MSTRG.9	-	SmelDMP_02_SMEL4.1_02g015810.1.01	.	1	630	11.006350	3338.446533	1826.241089
MSTRG.8	-	SmelDMP_01.990	.	1	537	1091.897583	331194.437500	181174.343750
MSTRG.4	-	SmelDMP_10.200	.	2	666	33.802219	10252.890625	5608.671875
MSTRG.7	-	SmelDMP_12	.	1	636	1.407233	426.841980	233.496735
MSTRG.5	-	SmelDMP_10.200_CDS1_Exon1	.	2	443	15.424210	4678.472168	2559.279541
MSTRG.1	-	SmelDMP10.200_Exon2	.	1	363	9.887053	2998.941406	1640.520508
MSTRG.2	-	Smel18s_06.900	.	1	966	45.702900	13862.606445	7583.305664
MSTRG.3	-	SmelCyclo_01	.	1	516	4793.596680	1453994.000000	795383.000000
MSTRG.6	.	SmelDMP_04	.	109	384	0.0	0.0	0.0
