Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.10	-	SmelGRF_01.230	.	1	1260	2.526191	408.683563	213.360504
MSTRG.5	-	SmelGRF_10.940	.	1	840	0.594048	96.104233	50.172920
MSTRG.6	-	SmelGRF_10.710	.	1	1032	1.051357	170.087036	88.796951
MSTRG.11	-	SmelGRF_02	.	1	1713	10.378867	1679.078125	876.592590
MSTRG.2	-	SmelGRF_04	.	1	1797	4.796327	775.942871	405.094757
MSTRG.13	-	SmelGRF_05	-	1	1841	9.684954	1566.817993	817.985107
MSTRG.12	-	SmelGRF_08.800	.	1	1128	15.100178	2442.885010	1275.351562
MSTRG.9	-	SmelGRF_08.140	+	51	1548	14.879965	2407.259277	1256.752563
MSTRG.4	-	SmelGRF_09.160	.	27	1095	0.175865	28.451185	14.853448
MSTRG.3	-	SmelGRF_08.890	.	1	924	16.622293	2689.130615	1403.908447
MSTRG.1	-	SmelCyclo01	.	1	516	11764.202148	1903195.625000	993597.187500
MSTRG.7	.	SmelGRF_03	+	1	1437	0.0	0.0	0.0
MSTRG.8	.	SmelGRF_01.300	+	1	891	0.0	0.0	0.0
MSTRG.14	.	SmelGRF_07	.	1	996	0.0	0.0	0.0
