Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.8	-	SmelGRF_01.300	+	1	891	0.000000	0.000000	0.000000
MSTRG.10	-	SmelGRF_01.230	.	1	1260	19.626190	2823.546143	1537.509521
MSTRG.5	-	SmelGRF_10.940	.	1	840	1.858333	267.351349	145.581223
MSTRG.6	-	SmelGRF_10.710	.	1	1032	20.692829	2976.999268	1621.069702
MSTRG.11	-	SmelGRF_02	.	1	1713	12.607122	1813.739136	987.637939
MSTRG.7	-	SmelGRF_03	+	1	1437	3.448852	505.674408	275.355591
MSTRG.2	-	SmelGRF_04	.	1	1797	24.482471	3522.200928	1917.949097
MSTRG.14	-	SmelGRF_07	.	1	996	12.136547	1746.039307	950.773254
MSTRG.13	-	SmelGRF_05	-	1	1841	16.900438	2431.402344	1323.974976
MSTRG.12	-	SmelGRF_08.800	.	1	1128	9.464539	1361.627441	741.448975
MSTRG.9	-	SmelGRF_08.140	+	51	1548	18.103901	2604.539795	1418.253784
MSTRG.3	-	SmelGRF_08.890	.	1	924	33.689392	4846.765625	2639.216309
MSTRG.4	-	SmelGRF_09.160	.	27	1095	1.318990	189.758118	103.329254
MSTRG.1	-	SmelCyclo01	.	1	516	12590.527344	1811351.750000	986337.937500
