Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.6	-	SmelGRF_01.230	.	1	1260	2.526191	399.968903	209.427994
MSTRG.17	-	SmelGRF_10.710	.	1	1032	1.051357	166.460144	87.160309
MSTRG.18	-	SmelGRF_10.940	.	1	840	0.594048	94.054932	49.248169
MSTRG.7	-	SmelGRF_02	.	1	1713	10.378867	1643.273926	860.435791
MSTRG.9	-	SmelGRF_04	.	1	1797	4.796327	759.396912	397.628326
MSTRG.11	-	SmelGRF_05	-	1	1841	9.684954	1533.407593	802.908569
MSTRG.13	-	SmelGRF_08.800	.	1	1128	15.100178	2390.793701	1251.845093
MSTRG.14	-	SmelGRF_08.140	+	51	1548	14.879965	2355.927734	1233.588867
MSTRG.15	-	SmelGRF_08.890	.	1	924	16.622293	2631.788330	1378.032471
MSTRG.16	-	SmelGRF_09.160	.	27	1095	0.175865	27.844500	14.579679
MSTRG.5	-	SmelGIF_11.650	.	1	687	0.556041	88.037331	46.097286
MSTRG.4	-	SmelGIF_11.070	.	1	630	16.288889	2579.000977	1350.392456
MSTRG.3	-	SmelGIF_03	.	1	609	43.105091	6824.779297	3573.527344
MSTRG.2	-	SmelGIF_04	.	1	600	162.375000	25708.644531	13461.322266
MSTRG.1	-	SmelCyclo01	.	1	516	11764.202148	1862612.375000	975283.812500
MSTRG.8	.	SmelGRF_01.300	+	1	891	0.0	0.0	0.0
MSTRG.10	.	SmelGRF_03	+	1	1437	0.0	0.0	0.0
MSTRG.12	.	SmelGRF_07	.	1	996	0.0	0.0	0.0
