Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.6	-	SmelGRF_01.230	.	1	1260	5.210318	1450.859985	776.046265
MSTRG.17	-	SmelGRF_10.710	.	1	1032	13.770348	3834.477051	2051.012451
MSTRG.7	-	SmelGRF_02	.	1	1713	18.547577	5164.739746	2762.552490
MSTRG.10	-	SmelGRF_03	+	1	1437	1.272095	354.226288	189.471085
MSTRG.9	-	SmelGRF_04	.	1	1797	24.535892	6832.239746	3654.477051
MSTRG.12	-	SmelGRF_07	.	1	996	1.405622	391.408112	209.359146
MSTRG.11	-	SmelGRF_05	-	1	1841	4.875968	1357.757202	726.246826
MSTRG.13	-	SmelGRF_08.800	.	1	1128	3.593972	1000.773804	535.301025
MSTRG.14	-	SmelGRF_08.140	+	51	1548	2.567280	714.882263	382.381287
MSTRG.15	-	SmelGRF_08.890	.	1	924	12.115801	3373.753906	1804.577393
MSTRG.16	-	SmelGRF_09.160	.	27	1095	3.990645	1111.230957	594.383118
MSTRG.4	-	SmelGIF_11.070	.	1	630	33.758732	9400.422852	5028.165039
MSTRG.5	-	SmelGIF_11.650	.	1	687	10.117905	2817.421387	1507.002563
MSTRG.3	-	SmelGIF_03	.	1	609	40.776684	11354.634766	6073.447754
MSTRG.2	-	SmelGIF_04	.	1	600	60.818333	16935.412109	9058.533203
MSTRG.1	-	SmelCyclo01	.	1	516	6476.569824	1803459.250000	964647.000000
MSTRG.8	.	SmelGRF_01.300	+	1	891	0.0	0.0	0.0
MSTRG.18	.	SmelGRF_10.940	.	1	840	0.0	0.0	0.0
