Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SmelGRF_01.230	.	850	1221	17.647850	4914.202637	2596.870850
STRG.2	-	SmelGRF_10.710	.	637	1032	32.628788	9085.779297	4801.307129
STRG.3	-	SmelGRF_02	.	963	1713	38.667110	10767.205078	5689.843750
STRG.4	-	SmelGRF_04	.	37	1797	25.037479	6971.911621	3684.250488
STRG.5	-	SmelGRF_05	.	169	1841	5.365606	1494.101196	789.545776
STRG.6	-	SmelGRF_08.800	.	771	1112	9.801169	2729.223633	1442.236328
STRG.7	-	SmelGRF_08.140	.	1105	1548	5.972973	1663.228027	878.919495
STRG.8	-	SmelGRF_08.890	.	228	924	15.916786	4432.172363	2342.145752
STRG.9	-	SmelGRF_09.160	.	463	1095	6.579779	1832.198730	968.210632
STRG.10	-	SmelGIF_11.070	.	62	630	37.045692	10315.707031	5451.252441
STRG.11	-	SmelGIF_11.650	.	38	667	11.033334	3072.331055	1623.548706
STRG.12	-	SmelGIF_03	.	51	609	43.874775	12217.326172	6456.147461
STRG.13	-	SmelGIF_04	.	79	600	69.672417	19400.912109	10252.254883
STRG.14	-	SmelCyclo01	.	1	516	6476.569824	1803459.250000	953023.437500
